person,age,gender,loyalty,income,amount,reward,transaction,completed,received,rev_comp_ratio
0196d2062b8d4d019b8d96292266e8a4,60.0,F,126.0,51000.0,61.120000000000005,5.0,4,1,4,0.25
0199681637524988a14245632b8376af,74.0,F,238.0,72000.0,222.95999999999998,30.0,10,4,4,1.0
019be0c6f8fd4000b1967c7308b4bdf4,23.0,F,991.0,33000.0,141.2,9.0,21,3,5,0.6
019ed95d987446e3947da0246cdab831,59.0,M,376.0,76000.0,515.0899999999999,10.0,8,2,3,0.6666666666666666
01a202a9021e40aeaa5451a5d134c16c,74.0,F,622.0,91000.0,156.05,7.0,6,2,4,0.5
01a5e8b57bc04e0292525f3e2817fa17,55.0,M,317.0,79000.0,57.099999999999994,3.0,3,1,3,0.3333333333333333
01ab25c31f034f85bc4ac9d286fb7a76,87.0,F,9.0,77000.0,644.2899999999998,22.0,5,4,4,1.0
01ac633821f0498893320b41b5b22dfc,53.0,F,1000.0,88000.0,251.45999999999998,32.0,12,5,6,0.8333333333333334
01b6d7e8f0884deb936a8a7f15dba895,48.0,M,1806.0,52000.0,162.90000000000003,16.0,12,4,5,0.8
01de69b5edab4b89859ea8a7214ba35a,53.0,F,459.0,84000.0,765.8800000000001,6.0,7,2,4,0.5
01e09d713abe4a36a70a33fe4b40534e,60.0,F,1067.0,74000.0,86.25999999999999,15.0,4,2,4,0.5
01e57718fc6b49b2875a9c02b32905b1,29.0,F,592.0,31000.0,101.19,2.0,15,1,4,0.25
01e8739670a042b3877f8e843bdf55a7,54.0,F,1006.0,119000.0,181.16000000000003,4.0,8,2,5,0.4
01ef4c6618b64334a15914ff9963eaac,70.0,F,259.0,92000.0,135.57999999999998,8.0,5,2,4,0.5
01f33ff554d0443a9841adfd66d253f6,69.0,F,218.0,79000.0,53.92,2.0,3,1,4,0.25
01f46a5191424005af436cdf48a5da7c,63.0,O,1040.0,89000.0,166.58999999999997,15.0,8,2,2,1.0
01f663b988964a4caca8b19abecb551d,62.0,F,421.0,62000.0,97.64,7.0,5,2,4,0.5
01ff6c5d8d014dbd8c120e2b43a065ea,54.0,F,480.0,58000.0,139.41000000000003,17.0,9,4,6,0.6666666666666666
0200f61c69da4c2ea078842cdaf234e6,64.0,M,593.0,76000.0,195.01000000000002,24.0,9,6,6,1.0
0206e1388c34454caba2b7fce3123943,39.0,M,417.0,71000.0,71.95,15.0,4,2,4,0.5
020be6e9805649858595dfbaab15ccd7,67.0,M,931.0,39000.0,44.69,10.0,16,3,6,0.5
020be8b0fafa446ebcce6449b20bc92c,59.0,M,1134.0,42000.0,34.88,5.0,11,1,5,0.2
020cd0f8047142e18a754303f9337d53,83.0,F,74.0,67000.0,232.9,14.0,13,4,5,0.8
020d72e77c704c42bb0a858c1aaa3bcd,68.0,F,395.0,57000.0,252.14,20.0,18,3,5,0.6
0215efe5136d4a038cb81eae92d59368,58.0,F,983.0,64000.0,767.2899999999998,15.0,13,4,5,0.8
021616b8deea46438e3badc7fca5894d,28.0,M,585.0,64000.0,218.51,15.0,12,3,3,1.0
0217c4393fd54e74a523b63c0fcc3da5,70.0,M,858.0,64000.0,230.21,27.0,13,4,4,1.0
0218964095c94da0bfac44cf40c9343f,77.0,M,1263.0,94000.0,223.70000000000002,2.0,9,1,3,0.3333333333333333
021adce38ab34ede96422ae107643fd5,57.0,M,477.0,65000.0,247.26000000000005,7.0,14,3,6,0.5
021c1940868647efbcb40ccdb942813b,46.0,F,1251.0,73000.0,86.28,27.0,5,5,6,0.8333333333333334
0222d267445f4f078bc325224e471766,64.0,M,205.0,43000.0,23.169999999999998,4.0,10,2,4,0.5
0225045e245f4b7289cc55c0b5870ae2,42.0,F,317.0,50000.0,59.09,17.0,4,3,5,0.6
022f5553a0704b53ba26f2d23cb1234d,46.0,F,494.0,62000.0,371.9099999999999,13.0,23,5,5,1.0
0231c913a51e420783be6bdeb75aa842,28.0,F,187.0,65000.0,34.01,11.0,8,3,5,0.6
023411b8a45a4715979dae6cec425a8b,61.0,M,64.0,59000.0,21.57,3.0,10,1,6,0.16666666666666666
023a42cf62f742b795a975d56955e220,38.0,M,333.0,66000.0,50.09,5.0,18,2,4,0.5
024218e67fa549a4a0a99b32b7b6fbf9,54.0,M,140.0,70000.0,193.38,26.0,11,4,4,1.0
0246e7cc7a3d4a98a940cb13776b5b55,70.0,M,1299.0,65000.0,47.449999999999996,4.0,16,2,5,0.4
0246f8fdf0b64014a98822b70231c58d,81.0,F,116.0,79000.0,89.37,10.0,4,2,6,0.3333333333333333
0251876076024444864473545adce065,74.0,M,896.0,36000.0,27.9,8.0,14,2,4,0.5
026876bc8c6a4e0c8e330342c92cc844,49.0,F,240.0,74000.0,26.38,5.0,1,1,5,0.2
027596e6ed19471392923eb833b25fd3,35.0,M,331.0,64000.0,14.86,2.0,6,1,4,0.25
0276c9a3092d4f79a29d61a1462f9b4d,43.0,O,426.0,56000.0,204.48999999999998,9.0,12,4,4,1.0
027c18923c0146e58ccd615f6a62d82f,50.0,M,1280.0,73000.0,24.550000000000004,2.0,11,1,2,0.5
02865fee714e466e99f9bb7a7203887b,64.0,M,355.0,75000.0,18.95,5.0,5,1,5,0.2
028a12f0ee584455850300886174f3d7,79.0,F,815.0,88000.0,72.4,2.0,3,1,4,0.25
028c88a958e54c36a31c4800fd6e887b,84.0,F,755.0,108000.0,372.02,18.0,14,5,5,1.0
029e063479234fb1b6c8727c3d45de62,71.0,M,243.0,93000.0,69.77000000000001,10.0,3,1,4,0.25
02a3aa431c1047be8eafec3dcd6b5fd0,54.0,M,50.0,70000.0,114.77,30.0,6,4,4,1.0
02a458e1233342b79caff81edbcc30a9,59.0,F,29.0,99000.0,53.69,18.0,2,3,6,0.5
02abd909ebc94aca8766f3f0ee39db80,26.0,M,154.0,61000.0,126.42,17.0,8,3,4,0.75
02b5aa5725f94bcb94ca58208015b7bc,65.0,M,636.0,46000.0,39.910000000000004,5.0,13,2,4,0.5
02b6895b3cab4f79a116bddc1c70b5c3,53.0,M,286.0,34000.0,47.81000000000001,2.0,16,1,3,0.3333333333333333
02b7a80a321c4b078af92d494cc0f012,32.0,F,269.0,34000.0,400.15999999999997,10.0,11,1,4,0.25
02ba8c272f284139abef53e0290bfb67,87.0,F,445.0,94000.0,91.80999999999999,17.0,4,3,4,0.75
02c6daf74a49491ca397f105ef944784,54.0,F,823.0,109000.0,78.94,2.0,3,1,1,1.0
02c89861ce2c4010bf4ed63f6f6d5df3,58.0,M,862.0,79000.0,261.71,19.0,13,5,5,1.0
02c8c9806a8c44f792a218fb2e8756b3,28.0,M,88.0,45000.0,21.93,5.0,4,1,5,0.2
02dd040b77914163b1fd02efc3976d55,37.0,M,246.0,60000.0,181.81999999999996,19.0,12,5,5,1.0
02e2211319524b9e8bd09794d00d8513,24.0,M,613.0,73000.0,65.97,8.0,15,2,4,0.5
02e4c9dff62e4857a429a4be3ba73ed0,44.0,M,282.0,74000.0,48.86000000000001,17.0,14,3,6,0.5
02e5396559f94469b6d03e40d85830c7,51.0,M,931.0,98000.0,206.25,15.0,8,2,5,0.4
02e6dbe7c694441a88f9160b6b0e1a35,55.0,M,294.0,61000.0,148.87,10.0,11,1,3,0.3333333333333333
02e6dd10b22c43fcb5a2dfc0038dac22,39.0,F,649.0,74000.0,42.48,8.0,11,2,3,0.6666666666666666
02eba2268a3640bb8e85880e12617c5f,79.0,F,878.0,57000.0,188.97,10.0,12,3,5,0.6
02efe2a67be247a686f79ba1cbce42f1,84.0,F,544.0,96000.0,262.09,12.0,10,3,4,0.75
02efe413dd194069ab58abde38ab5e02,59.0,F,843.0,97000.0,182.29000000000002,12.0,6,3,3,1.0
03019e49a5164723ae527bbd6949e0c1,45.0,M,789.0,84000.0,164.47,12.0,8,3,4,0.75
0305b52a24744a9bb660bffc6b39e884,51.0,M,951.0,114000.0,127.31,15.0,6,2,6,0.3333333333333333
030c30c1955f4a17be09b692caf5ec5f,74.0,M,835.0,69000.0,66.08,10.0,16,2,5,0.4
03118ab70a404fada1a433cd6abaa491,40.0,F,187.0,63000.0,318.21,7.0,18,2,4,0.5
03257d4fcb6641aebaa46d5605d205ca,79.0,M,505.0,71000.0,207.63,9.0,12,3,5,0.6
0335d274249f4eb6b3c51527f02a3216,21.0,F,609.0,74000.0,244.02,39.0,12,6,6,1.0
033bf5269a494dd787e5e9f4a45b843c,82.0,M,287.0,89000.0,53.74,7.0,2,3,5,0.6
033d0a511a5c452ea2be37a23f8c6dcb,82.0,M,979.0,78000.0,112.24,2.0,5,1,3,0.3333333333333333
033f0ee2250e475b87f70115e7895957,62.0,F,580.0,108000.0,90.43,3.0,3,1,2,0.5
033fed8bb1504885b866429db25543a0,66.0,M,15.0,108000.0,89.97999999999999,12.0,3,3,5,0.6
0342c7c449a84440b3f7a80ad095761a,52.0,M,932.0,56000.0,245.21999999999994,22.0,17,3,4,0.75
0345b2da6507473ca4400ed84dc6725a,70.0,F,1638.0,31000.0,39.449999999999996,4.0,13,2,4,0.5
034946bd82b34a219b556a47f1200828,41.0,M,310.0,68000.0,22.13,7.0,2,2,4,0.5
034b962ed61d4da1bb0baaec84cc2e85,60.0,M,362.0,74000.0,139.53,32.0,8,4,5,0.8
034ce97360c6485ab990d903343f9f08,23.0,M,14.0,48000.0,22.57,6.0,5,2,5,0.4
0355c6a5fdbc429ea5b05e8a9ecd2eae,77.0,F,777.0,88000.0,109.09,17.0,6,4,5,0.8
03568fe0e51b41a9bd752ec8be307ba5,67.0,M,1741.0,73000.0,71.82000000000001,12.0,4,2,3,0.6666666666666666
03575a43a3da4691998de01fff617f99,81.0,M,309.0,115000.0,201.29,20.0,8,3,4,0.75
035d5aa3c23a4059ae663b4c07aa26ce,37.0,F,977.0,89000.0,261.95,17.0,12,3,4,0.75
03637e48ffda4bf9b73b079d03c0bbe3,35.0,M,221.0,48000.0,98.99,11.0,8,3,6,0.5
03676dc08a0a4899b0af5030bb6da6f5,44.0,M,618.0,83000.0,97.63,2.0,5,1,2,0.5
036e4bedca2045afad50fda2d3b505ab,71.0,M,129.0,78000.0,24.85,4.0,1,2,6,0.3333333333333333
036f1e5cca91478685c8cef24cc8b076,62.0,M,81.0,43000.0,14.81,5.0,6,1,4,0.25
0375600415e24e0a9fd83ec191d5955d,50.0,M,1661.0,65000.0,41.37,3.0,13,1,2,0.5
037c3e0c1cd6477dbe15812a05619fc5,60.0,F,232.0,77000.0,135.91,8.0,7,2,4,0.5
0383a12d3a2d4fbb86ec83bd0c25eead,66.0,M,354.0,36000.0,91.87,12.0,10,3,6,0.5
03887756866f4ea9b74b7e1b83ffac44,61.0,F,303.0,61000.0,251.76999999999995,27.0,17,4,5,0.8
038d32f25cff4833ab44c5123e42583a,55.0,M,1129.0,58000.0,38.459999999999994,7.0,11,2,5,0.4
0390715ee2a4443eac8582a5941d61a9,57.0,M,296.0,60000.0,51.81999999999999,15.0,3,2,4,0.5
03a6837af25144b18936719d7afd5a58,36.0,F,100.0,62000.0,26.14,8.0,6,2,3,0.6666666666666666
03adb16f61e44e6594d6d8e38d0a3e64,58.0,M,452.0,79000.0,117.63999999999999,15.0,5,2,4,0.5
03af4a51012e4a00809df85c9279e4e4,69.0,F,821.0,94000.0,155.35,12.0,6,2,4,0.5
03b326a99f5345df8b4d21ed26bdb0da,80.0,F,844.0,85000.0,161.33,24.0,7,5,5,1.0
03bbce97de8240359c2706a4c9f537f2,56.0,M,645.0,52000.0,39.230000000000004,2.0,12,1,6,0.16666666666666666
03c0b69b3db24c70bba1622bc8dd8459,46.0,M,838.0,31000.0,147.05,20.0,20,2,6,0.3333333333333333
03c23b2ec84f4c5296e99c939288bcd4,55.0,F,462.0,89000.0,87.1,15.0,4,2,4,0.5
03cc530b458e4fb180c222777916e9b5,89.0,M,1082.0,36000.0,48.239999999999995,9.0,22,4,5,0.8
03cd7c3f955a4c47bd3caf4e9a2db37c,81.0,M,193.0,79000.0,173.64999999999998,4.0,9,2,3,0.6666666666666666
03deb7cf0ebd4c7889a8a9e44df1c50a,53.0,M,759.0,64000.0,48.83000000000001,2.0,12,1,4,0.25
03e507f56bd34d3dacdecb5eb87111f7,49.0,M,1613.0,77000.0,287.44,23.0,14,5,5,1.0
03e67807671e4cb4bb34f2ebabc97d28,32.0,F,136.0,69000.0,209.06,38.0,13,5,5,1.0
03e866224ec641c58bc93a69be00de9c,80.0,F,165.0,47000.0,26.19,2.0,7,1,5,0.2
03ef53e2d3e1436eb3b2042a4825adec,50.0,M,922.0,90000.0,194.09,25.0,8,4,4,1.0
03f1ad04292f47b2b1299cc92f8f2a5d,65.0,M,250.0,71000.0,303.21999999999997,13.0,14,3,5,0.6
03fe8e9f855846c88fd01c4b7b147db7,42.0,M,2.0,53000.0,57.809999999999995,10.0,4,1,5,0.2
03ff3cf4aec84162be697c28346bdd5a,58.0,F,5.0,47000.0,37.040000000000006,5.0,9,1,5,0.2
040704e99ab84cd08977858fab9b9276,65.0,M,221.0,88000.0,144.32,28.0,7,5,5,1.0
0409df7f3af74e8c813d975fbd4ceb02,75.0,M,1024.0,81000.0,64.2,4.0,3,2,4,0.5
040b2e6d3e914d609f6764b34b5a3a88,63.0,F,265.0,112000.0,84.37,17.0,3,3,4,0.75
0414fcebbd7f4a19bca352622b1c84e2,47.0,M,192.0,44000.0,27.730000000000004,7.0,7,2,6,0.3333333333333333
04189492f0aa46f2b6fefe34ffbc7062,29.0,M,1685.0,64000.0,72.78000000000002,7.0,17,2,4,0.5
041967ceb80841ddbd306958d4f744ac,57.0,F,405.0,88000.0,139.41,15.0,6,3,4,0.75
041fd7c6b796430a867c4e03d2ff8f4d,77.0,M,1384.0,66000.0,87.13,17.0,26,5,6,0.8333333333333334
042d7ab61d1143fe9230bcb1af34aa5a,41.0,M,266.0,56000.0,41.13,13.0,3,2,5,0.4
04362cece3104f4ebcb3d49ef0bc7e9c,47.0,M,1012.0,38000.0,150.92000000000002,9.0,14,3,5,0.6
043702ae29bc426e9f65ef7beb6cd08a,39.0,F,295.0,94000.0,56.95,5.0,2,1,4,0.25
043bcfeacb874bbc837300701ce25870,70.0,F,239.0,72000.0,355.48999999999995,42.0,19,6,6,1.0
04452c214f5f401bb1418313c1526cbb,52.0,M,1006.0,119000.0,138.29,7.0,6,3,3,1.0
044f41cfd98940119477d73c81f973a3,63.0,M,362.0,36000.0,12.159999999999998,3.0,6,1,6,0.16666666666666666
0454292436bd4cee98e8ec873e30433e,18.0,F,1000.0,62000.0,139.04,11.0,8,3,4,0.75
0456cf6870f849cc9e1ac5ea9e02dccd,41.0,F,181.0,53000.0,31.9,13.0,2,2,6,0.3333333333333333
04698a1182a24807ad4c36f12b67c5ef,73.0,F,971.0,74000.0,90.16999999999999,15.0,5,2,3,0.6666666666666666
046a2f9c32c14e7e9ad508f811ebfa2e,50.0,M,554.0,30000.0,51.75,10.0,7,1,5,0.2
0471fe94846d40e9b5bc8ec77293720c,66.0,M,1268.0,72000.0,34.910000000000004,4.0,9,2,6,0.3333333333333333
047a2de0c17849c89d04248c357cab52,42.0,M,11.0,30000.0,23.219999999999995,2.0,6,1,6,0.16666666666666666
047ad0135cfe4c0ea5ba019da4de9c52,101.0,F,504.0,59000.0,171.55,2.0,10,1,3,0.3333333333333333
048bf07732684843b6334f8f157af033,47.0,O,94.0,51000.0,15.23,10.0,1,1,3,0.3333333333333333
0494aa6671414fab9837fa3cd45e72bc,71.0,F,897.0,36000.0,150.91,32.0,17,6,6,1.0
04a19ef08c9c4648a587d64ff72bf6df,58.0,M,222.0,60000.0,237.84000000000003,19.0,14,4,5,0.8
04aa84f9a46a4920b70386c3fe60165d,46.0,M,267.0,100000.0,60.28,7.0,2,2,5,0.4
04bd9be0d1374492800aca71e512ed51,21.0,M,1696.0,70000.0,167.88,4.0,19,2,6,0.3333333333333333
04c3b99e274c40b4898ed7653e09cb62,74.0,F,814.0,77000.0,159.88,10.0,6,2,4,0.5
04c4f933a8864cccbd4560e090355657,62.0,M,358.0,54000.0,32.82,2.0,2,1,2,0.5
04c66db4925042a5bb103fec87225370,67.0,M,358.0,99000.0,89.28,7.0,3,2,5,0.4
04ca4f4a66934cec9d3bbd8833572cf7,36.0,F,911.0,58000.0,132.19000000000003,15.0,9,3,5,0.6
04cb9d0033f142efa2a367f4ef273460,72.0,M,47.0,53000.0,57.68,18.0,4,4,5,0.8
04cfc7c495c1419f9a316c2a9876af97,59.0,F,781.0,49000.0,108.09,10.0,8,1,2,0.5
04dc393b52714269877cf4ceda3f78f8,88.0,F,811.0,33000.0,43.93000000000001,5.0,8,1,3,0.3333333333333333
04dc7c54fc8147069875a5def52d711e,74.0,F,630.0,57000.0,208.86000000000004,25.0,14,6,6,1.0
04e0842b079c4113a759aa6e09ea17ed,32.0,M,649.0,46000.0,253.54,15.0,19,4,5,0.8
04e0eff0b4704fc291bbe1275f01fb7a,54.0,M,228.0,65000.0,180.59,17.0,13,4,5,0.8
04e34b1c5fe64fbcb76bfe47ebbbf015,57.0,M,1658.0,93000.0,139.91,12.0,6,3,6,0.5
04e39b3e8fc449cfbcafd7dba2429f1c,59.0,F,418.0,54000.0,135.5,18.0,8,3,3,1.0
04e4f53f9be74c09a9751838010386e5,67.0,O,409.0,58000.0,216.48999999999998,23.0,16,4,6,0.6666666666666666
04e5255c9e754c66b83c06ec70f62203,93.0,M,325.0,35000.0,93.56,21.0,11,6,6,1.0
04ea45ec66574a618b0918834ee08fed,86.0,F,1030.0,74000.0,21.02,7.0,1,2,5,0.4
04f1f44632cd409cace939fa62b5fc7a,57.0,F,699.0,73000.0,732.0799999999999,30.0,6,3,5,0.6
04f2e86f182d4fc4b7b1a1858c280a38,75.0,M,1475.0,84000.0,283.03,7.0,14,2,3,0.6666666666666666
04fa747cd2d841bcaf08f0a64e82bbef,52.0,M,100.0,64000.0,17.169999999999998,2.0,5,1,5,0.2
04fad15f96d446f483823ad08857e752,67.0,F,49.0,116000.0,180.85999999999999,2.0,6,1,2,0.5
04fb6b47e11640139f3ef5d74d7a79a1,46.0,F,301.0,78000.0,86.64000000000001,7.0,6,3,5,0.6
04fcbc5e1faf4b7bba20116ecb30ca17,20.0,F,288.0,46000.0,58.52,17.0,6,3,5,0.6
05018c82b3d241328a5b0558dada3286,72.0,M,264.0,91000.0,129.44,5.0,5,1,4,0.25
05037de294c540d3ba92aa627b992066,28.0,M,1153.0,62000.0,23.400000000000006,2.0,10,1,5,0.2
050cdb2d5b4b4bb3b1c612e17e0e8c1b,51.0,M,522.0,67000.0,189.28,18.0,22,3,4,0.75
051006a0cddf40e0a973d9317c032086,27.0,M,1563.0,33000.0,51.82,6.0,17,2,5,0.4
051066a2c1284e23a1e3a2cc1389f23f,22.0,M,881.0,31000.0,77.56,35.0,10,4,6,0.6666666666666666
0517e2aca44d4327875c3bb8478e492e,45.0,F,337.0,40000.0,82.80000000000001,5.0,7,2,6,0.3333333333333333
051b92f5a9f94328a8721e86905c1d3d,54.0,F,515.0,108000.0,264.49,7.0,9,2,3,0.6666666666666666
051e221bbd75481c8d935f6adcee2edc,76.0,M,751.0,69000.0,322.75,18.0,19,6,6,1.0
05298f5390c7417c8dbbcbef9f081800,62.0,M,452.0,63000.0,75.03999999999999,7.0,19,2,4,0.5
052f1e4cb527405facdb09a0b7e70861,69.0,F,189.0,67000.0,187.97000000000003,27.0,12,5,5,1.0
0537e8df8a5a418ab1fd28c2063ad6f8,32.0,F,952.0,61000.0,195.77,14.0,13,3,4,0.75
0538071eb35247af8c2816ec75a3c87c,25.0,F,306.0,63000.0,166.72,5.0,11,2,4,0.5
054244238c794ca380a197a21b2fd6e6,66.0,M,142.0,65000.0,17.12,2.0,5,1,4,0.25
054a387e28fb4939abfe484ea801ff3f,64.0,F,810.0,61000.0,184.96,2.0,12,1,2,0.5
054cfa16ec4a4757a41b1a4d0fb8add7,55.0,M,607.0,64000.0,133.25,7.0,8,3,3,1.0
