time,offer_id,person,event,reward_x,offer_type,validity_0,validity_1,gender,age,became_member_on,income,generation,loyality
618,fafdcd668e3743c1bb461111dcafc2a4,00e20b4ca129458aaab0f4727ef3513a,offer completed,2.0,discount,1,1,F,82.0,2014-12-11,33000.0,80s,1323.0
624,0b1e1539f2cc45b7b9fa7c272da2e1d7,00e52682848542c3a6f59b7824e9a5c5,offer completed,5.0,discount,1,1,M,40.0,2016-10-18,65000.0,30s,646.0
324,2298d6c36e964ae4a3e7e9706d1fb8c2,00e8d701c583461e81cc10053681a12b,offer completed,3.0,discount,1,1,M,35.0,2018-02-26,70000.0,30s,150.0
540,0b1e1539f2cc45b7b9fa7c272da2e1d7,00e9f403afa641889cd034ee7c7ca6e9,offer completed,5.0,discount,1,1,M,73.0,2016-04-17,45000.0,70s,830.0
198,9b98b8c7a33c4b65b9aebfe6a799e6d9,00ed7e22b32749cfafbfd88592d401d4,offer completed,5.0,bogo,1,1,M,55.0,2016-07-31,94000.0,50s,725.0
522,fafdcd668e3743c1bb461111dcafc2a4,00ed7e22b32749cfafbfd88592d401d4,offer completed,2.0,discount,1,1,M,55.0,2016-07-31,94000.0,50s,725.0
6,ae264e3637204a6fb9bb56bc8210ddfd,00fac72fd6ad448e8019b175267023df,offer completed,10.0,bogo,1,1,M,57.0,2017-04-15,80000.0,50s,467.0
546,ae264e3637204a6fb9bb56bc8210ddfd,00fac72fd6ad448e8019b175267023df,offer completed,10.0,bogo,1,1,M,57.0,2017-04-15,80000.0,50s,467.0
642,0b1e1539f2cc45b7b9fa7c272da2e1d7,00fac72fd6ad448e8019b175267023df,offer completed,5.0,discount,1,1,M,57.0,2017-04-15,80000.0,50s,467.0
600,fafdcd668e3743c1bb461111dcafc2a4,00fdd4416dec40b49180814c0a7c8d76,offer completed,2.0,discount,1,1,M,55.0,2016-11-15,104000.0,50s,618.0
384,fafdcd668e3743c1bb461111dcafc2a4,0103de989e084e0fab400e80678d7591,offer completed,2.0,discount,1,1,M,19.0,2016-07-25,50000.0,10s,731.0
588,0b1e1539f2cc45b7b9fa7c272da2e1d7,0103de989e084e0fab400e80678d7591,offer completed,5.0,discount,1,1,M,19.0,2016-07-25,50000.0,10s,731.0
588,f19421c1d4aa40978ebb69ca19b0e20d,0103de989e084e0fab400e80678d7591,offer completed,5.0,bogo,1,1,M,19.0,2016-07-25,50000.0,10s,731.0
672,f19421c1d4aa40978ebb69ca19b0e20d,0106d19a26af41288035afc4b9b6c2c2,offer completed,5.0,bogo,1,1,,,,,,
12,2298d6c36e964ae4a3e7e9706d1fb8c2,01162252405b4524a8fa1bf8e6d5f04b,offer completed,3.0,discount,1,1,F,68.0,2017-03-28,32000.0,60s,485.0
456,2298d6c36e964ae4a3e7e9706d1fb8c2,01162252405b4524a8fa1bf8e6d5f04b,offer completed,3.0,discount,1,1,F,68.0,2017-03-28,32000.0,60s,485.0
516,fafdcd668e3743c1bb461111dcafc2a4,0121fe001b7a404fa9cbe486f8944baf,offer completed,2.0,discount,1,1,F,86.0,2018-04-12,109000.0,80s,105.0
36,fafdcd668e3743c1bb461111dcafc2a4,0123564dbaf144a88a418c33b6350c17,offer completed,2.0,discount,1,1,F,54.0,2017-09-17,117000.0,50s,312.0
108,2298d6c36e964ae4a3e7e9706d1fb8c2,013094309e1b49e095c098df412d125d,offer completed,3.0,discount,1,1,M,58.0,2014-10-24,54000.0,50s,1371.0
330,2906b810c7d4411798c6938adc9daaa5,013094309e1b49e095c098df412d125d,offer completed,2.0,discount,1,1,M,58.0,2014-10-24,54000.0,50s,1371.0
384,f19421c1d4aa40978ebb69ca19b0e20d,013094309e1b49e095c098df412d125d,offer completed,5.0,bogo,1,1,M,58.0,2014-10-24,54000.0,50s,1371.0
216,4d5c57ea9a6940dd891ad53e9dbe8da0,01380da907f8495496679c795867790b,offer completed,10.0,bogo,1,1,F,86.0,2017-06-22,73000.0,80s,399.0
396,f19421c1d4aa40978ebb69ca19b0e20d,01380da907f8495496679c795867790b,offer completed,5.0,bogo,1,1,F,86.0,2017-06-22,73000.0,80s,399.0
222,f19421c1d4aa40978ebb69ca19b0e20d,013f2c82889f4641a9b847a48861cce0,offer completed,5.0,bogo,1,1,M,67.0,2017-08-21,79000.0,60s,339.0
336,0b1e1539f2cc45b7b9fa7c272da2e1d7,013f2c82889f4641a9b847a48861cce0,offer completed,5.0,discount,1,1,M,67.0,2017-08-21,79000.0,60s,339.0
528,f19421c1d4aa40978ebb69ca19b0e20d,013f2c82889f4641a9b847a48861cce0,offer completed,5.0,bogo,1,1,M,67.0,2017-08-21,79000.0,60s,339.0
342,f19421c1d4aa40978ebb69ca19b0e20d,01443a2afce54939a323c978f467c540,offer completed,5.0,bogo,1,1,F,61.0,2015-10-10,118000.0,60s,1020.0
438,9b98b8c7a33c4b65b9aebfe6a799e6d9,01443a2afce54939a323c978f467c540,offer completed,5.0,bogo,1,1,F,61.0,2015-10-10,118000.0,60s,1020.0
510,fafdcd668e3743c1bb461111dcafc2a4,01443a2afce54939a323c978f467c540,offer completed,2.0,discount,1,1,F,61.0,2015-10-10,118000.0,60s,1020.0
606,ae264e3637204a6fb9bb56bc8210ddfd,01443a2afce54939a323c978f467c540,offer completed,10.0,bogo,1,1,F,61.0,2015-10-10,118000.0,60s,1020.0
348,fafdcd668e3743c1bb461111dcafc2a4,014899c751254a62a96ce676eb11ddc2,offer completed,2.0,discount,1,1,F,52.0,2016-03-24,115000.0,50s,854.0
618,fafdcd668e3743c1bb461111dcafc2a4,014899c751254a62a96ce676eb11ddc2,offer completed,2.0,discount,1,1,F,52.0,2016-03-24,115000.0,50s,854.0
234,0b1e1539f2cc45b7b9fa7c272da2e1d7,0157e63b39c5456393026c6c03f3d84a,offer completed,5.0,discount,1,1,F,70.0,2017-11-09,76000.0,60s,259.0
432,4d5c57ea9a6940dd891ad53e9dbe8da0,0157e63b39c5456393026c6c03f3d84a,offer completed,10.0,bogo,1,1,F,70.0,2017-11-09,76000.0,60s,259.0
12,2298d6c36e964ae4a3e7e9706d1fb8c2,015c3d28c67e46aa95e9ec97c27220e8,offer completed,3.0,discount,1,1,M,56.0,2016-03-22,99000.0,50s,856.0
186,fafdcd668e3743c1bb461111dcafc2a4,015c3d28c67e46aa95e9ec97c27220e8,offer completed,2.0,discount,1,1,M,56.0,2016-03-22,99000.0,50s,856.0
408,fafdcd668e3743c1bb461111dcafc2a4,015c3d28c67e46aa95e9ec97c27220e8,offer completed,2.0,discount,1,1,M,56.0,2016-03-22,99000.0,50s,856.0
618,2906b810c7d4411798c6938adc9daaa5,015c3d28c67e46aa95e9ec97c27220e8,offer completed,2.0,discount,1,1,M,56.0,2016-03-22,99000.0,50s,856.0
618,ae264e3637204a6fb9bb56bc8210ddfd,015c3d28c67e46aa95e9ec97c27220e8,offer completed,10.0,bogo,1,1,M,56.0,2016-03-22,99000.0,50s,856.0
708,2906b810c7d4411798c6938adc9daaa5,015ef929e016415098eeae8ce59da721,offer completed,2.0,discount,1,1,F,44.0,2017-01-18,35000.0,40s,554.0
648,2906b810c7d4411798c6938adc9daaa5,016086228d58476599d0b47881c25509,offer completed,2.0,discount,1,1,F,84.0,2017-10-14,74000.0,80s,285.0
336,ae264e3637204a6fb9bb56bc8210ddfd,01633b71b3a2457aa7d35d8bcc3afb5a,offer completed,10.0,bogo,1,1,M,62.0,2015-09-02,90000.0,60s,1058.0
414,ae264e3637204a6fb9bb56bc8210ddfd,01633b71b3a2457aa7d35d8bcc3afb5a,offer completed,10.0,bogo,1,1,M,62.0,2015-09-02,90000.0,60s,1058.0
600,0b1e1539f2cc45b7b9fa7c272da2e1d7,01633b71b3a2457aa7d35d8bcc3afb5a,offer completed,5.0,discount,1,1,M,62.0,2015-09-02,90000.0,60s,1058.0
600,fafdcd668e3743c1bb461111dcafc2a4,01633b71b3a2457aa7d35d8bcc3afb5a,offer completed,2.0,discount,1,1,M,62.0,2015-09-02,90000.0,60s,1058.0
432,fafdcd668e3743c1bb461111dcafc2a4,016edb1d1d67477391c5337545a5d98a,offer completed,2.0,discount,1,1,F,66.0,2015-12-29,57000.0,60s,940.0
678,fafdcd668e3743c1bb461111dcafc2a4,016edb1d1d67477391c5337545a5d98a,offer completed,2.0,discount,1,1,F,66.0,2015-12-29,57000.0,60s,940.0
570,ae264e3637204a6fb9bb56bc8210ddfd,017160c1cdb845d48abec3c330b4427e,offer completed,10.0,bogo,1,1,F,68.0,2015-12-14,76000.0,60s,955.0
420,f19421c1d4aa40978ebb69ca19b0e20d,01772eae932447f9a853461a60820dc6,offer completed,5.0,bogo,1,1,F,54.0,2017-07-13,30000.0,50s,378.0
516,4d5c57ea9a6940dd891ad53e9dbe8da0,01784d3e205548a594ba3fcdbdaaf17d,offer completed,10.0,bogo,1,1,M,20.0,2016-01-02,43000.0,10s,936.0
516,ae264e3637204a6fb9bb56bc8210ddfd,01784d3e205548a594ba3fcdbdaaf17d,offer completed,10.0,bogo,1,1,M,20.0,2016-01-02,43000.0,10s,936.0
468,2906b810c7d4411798c6938adc9daaa5,017a93d1204f457bbe85f5e7de062b56,offer completed,2.0,discount,1,1,M,56.0,2017-11-06,35000.0,50s,262.0
594,f19421c1d4aa40978ebb69ca19b0e20d,017a93d1204f457bbe85f5e7de062b56,offer completed,5.0,bogo,1,1,M,56.0,2017-11-06,35000.0,50s,262.0
60,ae264e3637204a6fb9bb56bc8210ddfd,017febbe52e64ac19cf28cf0d44386e4,offer completed,10.0,bogo,1,1,M,61.0,2015-08-29,100000.0,60s,1062.0
204,9b98b8c7a33c4b65b9aebfe6a799e6d9,017febbe52e64ac19cf28cf0d44386e4,offer completed,5.0,bogo,1,1,M,61.0,2015-08-29,100000.0,60s,1062.0
510,2298d6c36e964ae4a3e7e9706d1fb8c2,017febbe52e64ac19cf28cf0d44386e4,offer completed,3.0,discount,1,1,M,61.0,2015-08-29,100000.0,60s,1062.0
396,fafdcd668e3743c1bb461111dcafc2a4,01873cc8de734961949af7c04b2e9872,offer completed,2.0,discount,1,1,M,72.0,2018-01-22,45000.0,70s,185.0
570,2298d6c36e964ae4a3e7e9706d1fb8c2,01887dcd32b64feb807e2436548b6c87,offer completed,3.0,discount,1,1,M,61.0,2017-10-14,78000.0,60s,285.0
570,9b98b8c7a33c4b65b9aebfe6a799e6d9,01887dcd32b64feb807e2436548b6c87,offer completed,5.0,bogo,1,1,M,61.0,2017-10-14,78000.0,60s,285.0
66,f19421c1d4aa40978ebb69ca19b0e20d,018a49ffb8cf4812903e7c1f56fbb0b0,offer completed,5.0,bogo,1,1,M,61.0,2016-12-02,34000.0,60s,601.0
420,9b98b8c7a33c4b65b9aebfe6a799e6d9,018a49ffb8cf4812903e7c1f56fbb0b0,offer completed,5.0,bogo,1,1,M,61.0,2016-12-02,34000.0,60s,601.0
558,f19421c1d4aa40978ebb69ca19b0e20d,018a49ffb8cf4812903e7c1f56fbb0b0,offer completed,5.0,bogo,1,1,M,61.0,2016-12-02,34000.0,60s,601.0
594,f19421c1d4aa40978ebb69ca19b0e20d,018a49ffb8cf4812903e7c1f56fbb0b0,offer completed,5.0,bogo,1,1,M,61.0,2016-12-02,34000.0,60s,601.0
228,f19421c1d4aa40978ebb69ca19b0e20d,018b8f83176d471db63d9733c741fc8a,offer completed,5.0,bogo,1,1,F,75.0,2018-05-02,109000.0,70s,85.0
552,9b98b8c7a33c4b65b9aebfe6a799e6d9,018b8f83176d471db63d9733c741fc8a,offer completed,5.0,bogo,1,1,F,75.0,2018-05-02,109000.0,70s,85.0
336,f19421c1d4aa40978ebb69ca19b0e20d,01925607d99c460996c281f17cdbb9e2,offer completed,5.0,bogo,1,1,F,57.0,2015-11-19,116000.0,50s,980.0
510,4d5c57ea9a6940dd891ad53e9dbe8da0,01925607d99c460996c281f17cdbb9e2,offer completed,10.0,bogo,1,1,F,57.0,2015-11-19,116000.0,50s,980.0
72,4d5c57ea9a6940dd891ad53e9dbe8da0,01956670cf414b309675aa73368b94a9,offer completed,10.0,bogo,1,1,M,52.0,2016-08-25,95000.0,50s,700.0
282,2298d6c36e964ae4a3e7e9706d1fb8c2,01956670cf414b309675aa73368b94a9,offer completed,3.0,discount,1,1,M,52.0,2016-08-25,95000.0,50s,700.0
420,2906b810c7d4411798c6938adc9daaa5,01956670cf414b309675aa73368b94a9,offer completed,2.0,discount,1,1,M,52.0,2016-08-25,95000.0,50s,700.0
24,f19421c1d4aa40978ebb69ca19b0e20d,0199681637524988a14245632b8376af,offer completed,5.0,bogo,1,1,F,74.0,2017-11-30,72000.0,70s,238.0
384,4d5c57ea9a6940dd891ad53e9dbe8da0,0199681637524988a14245632b8376af,offer completed,10.0,bogo,1,1,F,74.0,2017-11-30,72000.0,70s,238.0
516,ae264e3637204a6fb9bb56bc8210ddfd,0199681637524988a14245632b8376af,offer completed,10.0,bogo,1,1,F,74.0,2017-11-30,72000.0,70s,238.0
18,fafdcd668e3743c1bb461111dcafc2a4,019be0c6f8fd4000b1967c7308b4bdf4,offer completed,2.0,discount,1,1,F,23.0,2015-11-08,33000.0,20s,991.0
546,2906b810c7d4411798c6938adc9daaa5,019be0c6f8fd4000b1967c7308b4bdf4,offer completed,2.0,discount,1,1,F,23.0,2015-11-08,33000.0,20s,991.0
78,9b98b8c7a33c4b65b9aebfe6a799e6d9,019ed95d987446e3947da0246cdab831,offer completed,5.0,bogo,1,1,M,59.0,2017-07-15,76000.0,50s,376.0
126,fafdcd668e3743c1bb461111dcafc2a4,01a202a9021e40aeaa5451a5d134c16c,offer completed,2.0,discount,1,1,F,74.0,2016-11-11,91000.0,70s,622.0
90,2298d6c36e964ae4a3e7e9706d1fb8c2,01a5e8b57bc04e0292525f3e2817fa17,offer completed,3.0,discount,1,1,M,55.0,2017-09-12,79000.0,50s,317.0
300,fafdcd668e3743c1bb461111dcafc2a4,01ab25c31f034f85bc4ac9d286fb7a76,offer completed,2.0,discount,1,1,F,87.0,2018-07-17,77000.0,80s,9.0
426,9b98b8c7a33c4b65b9aebfe6a799e6d9,01ab25c31f034f85bc4ac9d286fb7a76,offer completed,5.0,bogo,1,1,F,87.0,2018-07-17,77000.0,80s,9.0
546,ae264e3637204a6fb9bb56bc8210ddfd,01ab25c31f034f85bc4ac9d286fb7a76,offer completed,10.0,bogo,1,1,F,87.0,2018-07-17,77000.0,80s,9.0
606,9b98b8c7a33c4b65b9aebfe6a799e6d9,01ab25c31f034f85bc4ac9d286fb7a76,offer completed,5.0,bogo,1,1,F,87.0,2018-07-17,77000.0,80s,9.0
204,9b98b8c7a33c4b65b9aebfe6a799e6d9,01ac633821f0498893320b41b5b22dfc,offer completed,5.0,bogo,1,1,F,53.0,2015-10-30,88000.0,50s,1000.0
528,fafdcd668e3743c1bb461111dcafc2a4,01ac633821f0498893320b41b5b22dfc,offer completed,2.0,discount,1,1,F,53.0,2015-10-30,88000.0,50s,1000.0
594,ae264e3637204a6fb9bb56bc8210ddfd,01ac633821f0498893320b41b5b22dfc,offer completed,10.0,bogo,1,1,F,53.0,2015-10-30,88000.0,50s,1000.0
