person,offer_id,time,event,reward_x,amount,offer_type,view,complete,gender,age,became_member_on,income,loyalty
00ed7e22b32749cfafbfd88592d401d4,fafdcd668e3743c1bb461111dcafc2a4,522,offer completed,2.0,,discount,1,1,M,55.0,2016-07-31,94000.0,725.0
00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,6,offer completed,10.0,,bogo,1,1,M,57.0,2017-04-15,80000.0,467.0
00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,546,offer completed,10.0,,bogo,1,1,M,57.0,2017-04-15,80000.0,467.0
00fac72fd6ad448e8019b175267023df,0b1e1539f2cc45b7b9fa7c272da2e1d7,642,offer completed,5.0,,discount,1,1,M,57.0,2017-04-15,80000.0,467.0
00fdd4416dec40b49180814c0a7c8d76,fafdcd668e3743c1bb461111dcafc2a4,600,offer completed,2.0,,discount,1,1,M,55.0,2016-11-15,104000.0,618.0
0103de989e084e0fab400e80678d7591,fafdcd668e3743c1bb461111dcafc2a4,384,offer completed,2.0,,discount,1,1,M,19.0,2016-07-25,50000.0,731.0
0103de989e084e0fab400e80678d7591,0b1e1539f2cc45b7b9fa7c272da2e1d7,588,offer completed,5.0,,discount,1,1,M,19.0,2016-07-25,50000.0,731.0
0103de989e084e0fab400e80678d7591,f19421c1d4aa40978ebb69ca19b0e20d,588,offer completed,5.0,,bogo,1,1,M,19.0,2016-07-25,50000.0,731.0
0106d19a26af41288035afc4b9b6c2c2,f19421c1d4aa40978ebb69ca19b0e20d,672,offer completed,5.0,,bogo,1,1,,,,,
01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,12,offer completed,3.0,,discount,1,1,F,68.0,2017-03-28,32000.0,485.0
01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,456,offer completed,3.0,,discount,1,1,F,68.0,2017-03-28,32000.0,485.0
0121fe001b7a404fa9cbe486f8944baf,fafdcd668e3743c1bb461111dcafc2a4,516,offer completed,2.0,,discount,1,1,F,86.0,2018-04-12,109000.0,105.0
0123564dbaf144a88a418c33b6350c17,fafdcd668e3743c1bb461111dcafc2a4,36,offer completed,2.0,,discount,1,1,F,54.0,2017-09-17,117000.0,312.0
013094309e1b49e095c098df412d125d,2298d6c36e964ae4a3e7e9706d1fb8c2,108,offer completed,3.0,,discount,1,1,M,58.0,2014-10-24,54000.0,1371.0
013094309e1b49e095c098df412d125d,2906b810c7d4411798c6938adc9daaa5,330,offer completed,2.0,,discount,1,1,M,58.0,2014-10-24,54000.0,1371.0
013094309e1b49e095c098df412d125d,f19421c1d4aa40978ebb69ca19b0e20d,384,offer completed,5.0,,bogo,1,1,M,58.0,2014-10-24,54000.0,1371.0
01380da907f8495496679c795867790b,4d5c57ea9a6940dd891ad53e9dbe8da0,216,offer completed,10.0,,bogo,1,1,F,86.0,2017-06-22,73000.0,399.0
01380da907f8495496679c795867790b,f19421c1d4aa40978ebb69ca19b0e20d,396,offer completed,5.0,,bogo,1,1,F,86.0,2017-06-22,73000.0,399.0
013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,222,offer completed,5.0,,bogo,1,1,M,67.0,2017-08-21,79000.0,339.0
013f2c82889f4641a9b847a48861cce0,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,offer completed,5.0,,discount,1,1,M,67.0,2017-08-21,79000.0,339.0
013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,528,offer completed,5.0,,bogo,1,1,M,67.0,2017-08-21,79000.0,339.0
01443a2afce54939a323c978f467c540,f19421c1d4aa40978ebb69ca19b0e20d,342,offer completed,5.0,,bogo,1,1,F,61.0,2015-10-10,118000.0,1020.0
01443a2afce54939a323c978f467c540,9b98b8c7a33c4b65b9aebfe6a799e6d9,438,offer completed,5.0,,bogo,1,1,F,61.0,2015-10-10,118000.0,1020.0
01443a2afce54939a323c978f467c540,fafdcd668e3743c1bb461111dcafc2a4,510,offer completed,2.0,,discount,1,1,F,61.0,2015-10-10,118000.0,1020.0
01443a2afce54939a323c978f467c540,ae264e3637204a6fb9bb56bc8210ddfd,606,offer completed,10.0,,bogo,1,1,F,61.0,2015-10-10,118000.0,1020.0
014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,348,offer completed,2.0,,discount,1,1,F,52.0,2016-03-24,115000.0,854.0
014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,618,offer completed,2.0,,discount,1,1,F,52.0,2016-03-24,115000.0,854.0
0157e63b39c5456393026c6c03f3d84a,0b1e1539f2cc45b7b9fa7c272da2e1d7,234,offer completed,5.0,,discount,1,1,F,70.0,2017-11-09,76000.0,259.0
0157e63b39c5456393026c6c03f3d84a,4d5c57ea9a6940dd891ad53e9dbe8da0,432,offer completed,10.0,,bogo,1,1,F,70.0,2017-11-09,76000.0,259.0
015c3d28c67e46aa95e9ec97c27220e8,2298d6c36e964ae4a3e7e9706d1fb8c2,12,offer completed,3.0,,discount,1,1,M,56.0,2016-03-22,99000.0,856.0
015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,186,offer completed,2.0,,discount,1,1,M,56.0,2016-03-22,99000.0,856.0
015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,408,offer completed,2.0,,discount,1,1,M,56.0,2016-03-22,99000.0,856.0
015c3d28c67e46aa95e9ec97c27220e8,2906b810c7d4411798c6938adc9daaa5,618,offer completed,2.0,,discount,1,1,M,56.0,2016-03-22,99000.0,856.0
015c3d28c67e46aa95e9ec97c27220e8,ae264e3637204a6fb9bb56bc8210ddfd,618,offer completed,10.0,,bogo,1,1,M,56.0,2016-03-22,99000.0,856.0
015ef929e016415098eeae8ce59da721,2906b810c7d4411798c6938adc9daaa5,708,offer completed,2.0,,discount,1,1,F,44.0,2017-01-18,35000.0,554.0
016086228d58476599d0b47881c25509,2906b810c7d4411798c6938adc9daaa5,648,offer completed,2.0,,discount,1,1,F,84.0,2017-10-14,74000.0,285.0
01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,336,offer completed,10.0,,bogo,1,1,M,62.0,2015-09-02,90000.0,1058.0
01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,414,offer completed,10.0,,bogo,1,1,M,62.0,2015-09-02,90000.0,1058.0
01633b71b3a2457aa7d35d8bcc3afb5a,0b1e1539f2cc45b7b9fa7c272da2e1d7,600,offer completed,5.0,,discount,1,1,M,62.0,2015-09-02,90000.0,1058.0
01633b71b3a2457aa7d35d8bcc3afb5a,fafdcd668e3743c1bb461111dcafc2a4,600,offer completed,2.0,,discount,1,1,M,62.0,2015-09-02,90000.0,1058.0
016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,432,offer completed,2.0,,discount,1,1,F,66.0,2015-12-29,57000.0,940.0
016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,678,offer completed,2.0,,discount,1,1,F,66.0,2015-12-29,57000.0,940.0
017160c1cdb845d48abec3c330b4427e,ae264e3637204a6fb9bb56bc8210ddfd,570,offer completed,10.0,,bogo,1,1,F,68.0,2015-12-14,76000.0,955.0
01772eae932447f9a853461a60820dc6,f19421c1d4aa40978ebb69ca19b0e20d,420,offer completed,5.0,,bogo,1,1,F,54.0,2017-07-13,30000.0,378.0
01784d3e205548a594ba3fcdbdaaf17d,4d5c57ea9a6940dd891ad53e9dbe8da0,516,offer completed,10.0,,bogo,1,1,M,20.0,2016-01-02,43000.0,936.0
01784d3e205548a594ba3fcdbdaaf17d,ae264e3637204a6fb9bb56bc8210ddfd,516,offer completed,10.0,,bogo,1,1,M,20.0,2016-01-02,43000.0,936.0
017a93d1204f457bbe85f5e7de062b56,2906b810c7d4411798c6938adc9daaa5,468,offer completed,2.0,,discount,1,1,M,56.0,2017-11-06,35000.0,262.0
017a93d1204f457bbe85f5e7de062b56,f19421c1d4aa40978ebb69ca19b0e20d,594,offer completed,5.0,,bogo,1,1,M,56.0,2017-11-06,35000.0,262.0
017febbe52e64ac19cf28cf0d44386e4,ae264e3637204a6fb9bb56bc8210ddfd,60,offer completed,10.0,,bogo,1,1,M,61.0,2015-08-29,100000.0,1062.0
017febbe52e64ac19cf28cf0d44386e4,9b98b8c7a33c4b65b9aebfe6a799e6d9,204,offer completed,5.0,,bogo,1,1,M,61.0,2015-08-29,100000.0,1062.0
017febbe52e64ac19cf28cf0d44386e4,2298d6c36e964ae4a3e7e9706d1fb8c2,510,offer completed,3.0,,discount,1,1,M,61.0,2015-08-29,100000.0,1062.0
01873cc8de734961949af7c04b2e9872,fafdcd668e3743c1bb461111dcafc2a4,396,offer completed,2.0,,discount,1,1,M,72.0,2018-01-22,45000.0,185.0
01887dcd32b64feb807e2436548b6c87,2298d6c36e964ae4a3e7e9706d1fb8c2,570,offer completed,3.0,,discount,1,1,M,61.0,2017-10-14,78000.0,285.0
01887dcd32b64feb807e2436548b6c87,9b98b8c7a33c4b65b9aebfe6a799e6d9,570,offer completed,5.0,,bogo,1,1,M,61.0,2017-10-14,78000.0,285.0
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,66,offer completed,5.0,,bogo,1,1,M,61.0,2016-12-02,34000.0,601.0
018a49ffb8cf4812903e7c1f56fbb0b0,9b98b8c7a33c4b65b9aebfe6a799e6d9,420,offer completed,5.0,,bogo,1,1,M,61.0,2016-12-02,34000.0,601.0
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,558,offer completed,5.0,,bogo,1,1,M,61.0,2016-12-02,34000.0,601.0
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,594,offer completed,5.0,,bogo,1,1,M,61.0,2016-12-02,34000.0,601.0
018b8f83176d471db63d9733c741fc8a,f19421c1d4aa40978ebb69ca19b0e20d,228,offer completed,5.0,,bogo,1,1,F,75.0,2018-05-02,109000.0,85.0
018b8f83176d471db63d9733c741fc8a,9b98b8c7a33c4b65b9aebfe6a799e6d9,552,offer completed,5.0,,bogo,1,1,F,75.0,2018-05-02,109000.0,85.0
01925607d99c460996c281f17cdbb9e2,f19421c1d4aa40978ebb69ca19b0e20d,336,offer completed,5.0,,bogo,1,1,F,57.0,2015-11-19,116000.0,980.0
01925607d99c460996c281f17cdbb9e2,4d5c57ea9a6940dd891ad53e9dbe8da0,510,offer completed,10.0,,bogo,1,1,F,57.0,2015-11-19,116000.0,980.0
01956670cf414b309675aa73368b94a9,4d5c57ea9a6940dd891ad53e9dbe8da0,72,offer completed,10.0,,bogo,1,1,M,52.0,2016-08-25,95000.0,700.0
01956670cf414b309675aa73368b94a9,2298d6c36e964ae4a3e7e9706d1fb8c2,282,offer completed,3.0,,discount,1,1,M,52.0,2016-08-25,95000.0,700.0
01956670cf414b309675aa73368b94a9,2906b810c7d4411798c6938adc9daaa5,420,offer completed,2.0,,discount,1,1,M,52.0,2016-08-25,95000.0,700.0
0199681637524988a14245632b8376af,f19421c1d4aa40978ebb69ca19b0e20d,24,offer completed,5.0,,bogo,1,1,F,74.0,2017-11-30,72000.0,238.0
0199681637524988a14245632b8376af,4d5c57ea9a6940dd891ad53e9dbe8da0,384,offer completed,10.0,,bogo,1,1,F,74.0,2017-11-30,72000.0,238.0
0199681637524988a14245632b8376af,ae264e3637204a6fb9bb56bc8210ddfd,516,offer completed,10.0,,bogo,1,1,F,74.0,2017-11-30,72000.0,238.0
019be0c6f8fd4000b1967c7308b4bdf4,fafdcd668e3743c1bb461111dcafc2a4,18,offer completed,2.0,,discount,1,1,F,23.0,2015-11-08,33000.0,991.0
019be0c6f8fd4000b1967c7308b4bdf4,2906b810c7d4411798c6938adc9daaa5,546,offer completed,2.0,,discount,1,1,F,23.0,2015-11-08,33000.0,991.0
019ed95d987446e3947da0246cdab831,9b98b8c7a33c4b65b9aebfe6a799e6d9,78,offer completed,5.0,,bogo,1,1,M,59.0,2017-07-15,76000.0,376.0
01a202a9021e40aeaa5451a5d134c16c,fafdcd668e3743c1bb461111dcafc2a4,126,offer completed,2.0,,discount,1,1,F,74.0,2016-11-11,91000.0,622.0
01a5e8b57bc04e0292525f3e2817fa17,2298d6c36e964ae4a3e7e9706d1fb8c2,90,offer completed,3.0,,discount,1,1,M,55.0,2017-09-12,79000.0,317.0
01ab25c31f034f85bc4ac9d286fb7a76,fafdcd668e3743c1bb461111dcafc2a4,300,offer completed,2.0,,discount,1,1,F,87.0,2018-07-17,77000.0,9.0
01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,426,offer completed,5.0,,bogo,1,1,F,87.0,2018-07-17,77000.0,9.0
01ab25c31f034f85bc4ac9d286fb7a76,ae264e3637204a6fb9bb56bc8210ddfd,546,offer completed,10.0,,bogo,1,1,F,87.0,2018-07-17,77000.0,9.0
01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,606,offer completed,5.0,,bogo,1,1,F,87.0,2018-07-17,77000.0,9.0
01ac633821f0498893320b41b5b22dfc,9b98b8c7a33c4b65b9aebfe6a799e6d9,204,offer completed,5.0,,bogo,1,1,F,53.0,2015-10-30,88000.0,1000.0
01ac633821f0498893320b41b5b22dfc,fafdcd668e3743c1bb461111dcafc2a4,528,offer completed,2.0,,discount,1,1,F,53.0,2015-10-30,88000.0,1000.0
01ac633821f0498893320b41b5b22dfc,ae264e3637204a6fb9bb56bc8210ddfd,594,offer completed,10.0,,bogo,1,1,F,53.0,2015-10-30,88000.0,1000.0
01b6d7e8f0884deb936a8a7f15dba895,2906b810c7d4411798c6938adc9daaa5,558,offer completed,2.0,,discount,1,1,M,48.0,2013-08-15,52000.0,1806.0
01b6d7e8f0884deb936a8a7f15dba895,fafdcd668e3743c1bb461111dcafc2a4,558,offer completed,2.0,,discount,1,1,M,48.0,2013-08-15,52000.0,1806.0
01b6d7e8f0884deb936a8a7f15dba895,2906b810c7d4411798c6938adc9daaa5,582,offer completed,2.0,,discount,1,1,M,48.0,2013-08-15,52000.0,1806.0
